Store_ID,Category,week_start,last_date,closing_stock_week,opening_stock_week,any_stockout,prev_closing,delta_stock,replenishment_flag,replenishment_qty,sales_units,approx_receipt
1,Accessories,2024-11-25,2024-11-30,31,437,0,442.0,-411.0,0,0.0,26.0,26.0
1,Accessories,2024-12-09,2024-12-15,61,153,0,31.0,30.0,1,30.0,56.0,86.0
1,Accessories,2024-12-16,2024-12-22,253,147,0,61.0,192.0,1,192.0,48.0,240.0
1,Accessories,2024-12-23,2024-12-29,81,56,1,253.0,-172.0,0,0.0,33.0,33.0
1,Accessories,2024-12-30,2025-01-05,396,127,0,81.0,315.0,1,315.0,34.0,349.0
1,Accessories,2025-01-06,2025-01-09,295,426,0,396.0,-101.0,0,0.0,54.0,54.0
1,Accessories,2025-01-13,2025-01-19,397,64,0,295.0,102.0,1,102.0,26.0,128.0
1,Accessories,2025-01-20,2025-01-26,245,378,0,397.0,-152.0,0,0.0,47.0,47.0
1,Accessories,2025-01-27,2025-02-02,384,185,0,245.0,139.0,1,139.0,33.0,172.0
1,Accessories,2025-02-03,2025-02-09,399,165,0,384.0,15.0,1,15.0,0.0,15.0
1,Accessories,2025-02-10,2025-02-16,458,382,1,399.0,59.0,1,59.0,0.0,59.0
1,Accessories,2025-02-17,2025-02-23,321,72,0,458.0,-137.0,0,0.0,84.0,84.0
1,Accessories,2025-02-24,2025-03-02,426,268,0,321.0,105.0,1,105.0,80.0,185.0
1,Accessories,2025-03-03,2025-03-09,58,474,0,426.0,-368.0,0,0.0,0.0,0.0
1,Accessories,2025-03-10,2025-03-16,80,318,0,58.0,22.0,1,22.0,15.0,37.0
1,Accessories,2025-03-17,2025-03-23,245,212,0,80.0,165.0,1,165.0,55.0,220.0
1,Accessories,2025-03-24,2025-03-30,292,51,1,245.0,47.0,1,47.0,22.0,69.0
1,Accessories,2025-03-31,2025-04-06,42,466,0,292.0,-250.0,0,0.0,46.0,46.0
1,Accessories,2025-04-07,2025-04-13,42,340,1,42.0,0.0,0,0.0,56.0,56.0
1,Accessories,2025-04-14,2025-04-20,186,212,1,42.0,144.0,1,144.0,45.0,189.0
1,Accessories,2025-04-21,2025-04-27,166,168,0,186.0,-20.0,0,0.0,44.0,44.0
1,Accessories,2025-04-28,2025-05-04,90,490,0,166.0,-76.0,0,0.0,73.0,73.0
1,Accessories,2025-05-05,2025-05-08,298,490,0,90.0,208.0,1,208.0,0.0,208.0
1,Accessories,2025-05-12,2025-05-18,453,274,0,298.0,155.0,1,155.0,40.0,195.0
1,Accessories,2025-05-19,2025-05-25,109,110,0,453.0,-344.0,0,0.0,36.0,36.0
1,Accessories,2025-05-26,2025-06-01,99,183,0,109.0,-10.0,0,0.0,40.0,40.0
1,Accessories,2025-06-02,2025-06-08,366,287,0,99.0,267.0,1,267.0,0.0,267.0
1,Accessories,2025-06-09,2025-06-15,409,451,0,366.0,43.0,1,43.0,54.0,97.0
1,Accessories,2025-06-16,2025-06-22,253,367,0,409.0,-156.0,0,0.0,25.0,25.0
1,Accessories,2025-06-23,2025-06-29,252,71,1,253.0,-1.0,0,0.0,0.0,0.0
1,Accessories,2025-06-30,2025-07-06,333,112,0,252.0,81.0,1,81.0,3.0,84.0
1,Accessories,2025-07-07,2025-07-13,130,220,0,333.0,-203.0,0,0.0,0.0,0.0
1,Accessories,2025-07-14,2025-07-20,65,396,0,130.0,-65.0,0,0.0,0.0,0.0
1,Accessories,2025-07-21,2025-07-27,52,59,0,65.0,-13.0,0,0.0,56.0,56.0
1,Accessories,2025-07-28,2025-08-03,83,478,0,52.0,31.0,1,31.0,83.0,114.0
1,Accessories,2025-08-04,2025-08-08,0,51,1,83.0,-83.0,0,0.0,40.0,40.0
1,Accessories,2025-08-11,2025-08-17,236,221,0,0.0,236.0,1,236.0,101.0,337.0
1,Accessories,2025-08-18,2025-08-24,337,73,1,236.0,101.0,1,101.0,26.0,127.0
1,Accessories,2025-08-25,2025-08-31,202,90,0,337.0,-135.0,0,0.0,16.0,16.0
1,Accessories,2025-09-01,2025-09-07,124,267,0,202.0,-78.0,0,0.0,85.0,85.0
1,Accessories,2025-09-08,2025-09-08,213,276,0,124.0,89.0,1,89.0,0.0,89.0
1,Accessories,2025-09-29,2025-10-05,367,294,0,213.0,154.0,1,154.0,30.0,184.0
1,Accessories,2025-10-06,2025-10-08,140,115,0,367.0,-227.0,0,0.0,51.0,51.0
1,Accessories,2025-10-27,2025-11-02,87,118,0,140.0,-53.0,0,0.0,40.0,40.0
1,Accessories,2025-11-03,2025-11-08,422,87,0,87.0,335.0,1,335.0,0.0,335.0
1,Accessories,2025-12-01,2025-12-07,216,106,1,422.0,-206.0,0,0.0,0.0,0.0
1,Accessories,2025-12-08,2025-12-08,439,487,0,216.0,223.0,1,223.0,0.0,223.0
1,Dresses,2024-01-08,2024-01-12,173,472,1,0.0,173.0,1,173.0,0.0,173.0
1,Dresses,2024-02-05,2024-02-11,35,205,0,173.0,-138.0,0,0.0,55.0,55.0
1,Dresses,2024-02-12,2024-02-12,286,340,0,35.0,251.0,1,251.0,3.0,254.0
1,Dresses,2024-03-04,2024-03-10,332,367,0,286.0,46.0,1,46.0,0.0,46.0
1,Dresses,2024-03-11,2024-03-12,224,435,0,332.0,-108.0,0,0.0,61.0,61.0
1,Dresses,2024-04-08,2024-04-12,351,167,0,224.0,127.0,1,127.0,21.0,148.0
1,Dresses,2024-05-06,2024-05-12,150,97,0,351.0,-201.0,0,0.0,35.0,35.0
1,Dresses,2024-06-03,2024-06-09,29,66,0,150.0,-121.0,0,0.0,0.0,0.0
1,Dresses,2024-06-10,2024-06-12,171,481,0,29.0,142.0,1,142.0,81.0,223.0
1,Dresses,2024-07-08,2024-07-12,223,344,0,171.0,52.0,1,52.0,0.0,52.0
1,Dresses,2024-08-05,2024-08-11,225,184,0,223.0,2.0,1,2.0,65.0,67.0
1,Dresses,2024-08-12,2024-08-12,234,261,0,225.0,9.0,1,9.0,0.0,9.0
1,Dresses,2024-09-09,2024-09-15,175,121,0,234.0,-59.0,0,0.0,33.0,33.0
1,Dresses,2024-09-16,2024-09-22,62,352,0,175.0,-113.0,0,0.0,62.0,62.0
1,Dresses,2024-09-23,2024-09-29,339,427,0,62.0,277.0,1,277.0,17.0,294.0
1,Dresses,2024-09-30,2024-09-30,357,412,0,339.0,18.0,1,18.0,0.0,18.0
1,Dresses,2024-10-07,2024-10-13,191,421,0,357.0,-166.0,0,0.0,74.0,74.0
1,Dresses,2024-10-14,2024-10-20,66,119,0,191.0,-125.0,0,0.0,19.0,19.0
1,Dresses,2024-10-21,2024-10-27,394,118,0,66.0,328.0,1,328.0,31.0,359.0
1,Dresses,2024-10-28,2024-10-31,366,456,0,394.0,-28.0,0,0.0,119.0,119.0
1,Dresses,2024-11-04,2024-11-10,316,160,0,366.0,-50.0,0,0.0,55.0,55.0
1,Dresses,2024-11-11,2024-11-17,119,471,0,316.0,-197.0,0,0.0,0.0,0.0
1,Dresses,2024-11-18,2024-11-24,304,496,0,119.0,185.0,1,185.0,63.0,248.0
1,Dresses,2024-11-25,2024-11-30,343,430,0,304.0,39.0,1,39.0,56.0,95.0
1,Dresses,2024-12-09,2024-12-15,52,309,0,343.0,-291.0,0,0.0,41.0,41.0
1,Dresses,2024-12-16,2024-12-22,28,481,0,52.0,-24.0,0,0.0,0.0,0.0
1,Dresses,2024-12-23,2024-12-29,418,392,0,28.0,390.0,1,390.0,113.0,503.0
1,Dresses,2024-12-30,2025-01-05,236,111,0,418.0,-182.0,0,0.0,31.0,31.0
1,Dresses,2025-01-06,2025-01-09,141,187,0,236.0,-95.0,0,0.0,21.0,21.0
1,Dresses,2025-01-13,2025-01-19,322,105,0,141.0,181.0,1,181.0,0.0,181.0
1,Dresses,2025-01-20,2025-01-26,369,413,0,322.0,47.0,1,47.0,21.0,68.0
1,Dresses,2025-01-27,2025-02-02,364,299,1,369.0,-5.0,0,0.0,45.0,45.0
1,Dresses,2025-02-03,2025-02-09,208,287,0,364.0,-156.0,0,0.0,48.0,48.0
1,Dresses,2025-02-10,2025-02-16,69,374,0,208.0,-139.0,0,0.0,0.0,0.0
1,Dresses,2025-02-17,2025-02-23,378,287,0,69.0,309.0,1,309.0,49.0,358.0
1,Dresses,2025-02-24,2025-03-02,30,256,0,378.0,-348.0,0,0.0,65.0,65.0
1,Dresses,2025-03-03,2025-03-09,149,437,0,30.0,119.0,1,119.0,42.0,161.0
1,Dresses,2025-03-10,2025-03-16,198,214,0,149.0,49.0,1,49.0,0.0,49.0
1,Dresses,2025-03-17,2025-03-23,455,399,1,198.0,257.0,1,257.0,0.0,257.0
1,Dresses,2025-03-24,2025-03-30,341,89,0,455.0,-114.0,0,0.0,33.0,33.0
1,Dresses,2025-03-31,2025-04-06,273,400,0,341.0,-68.0,0,0.0,0.0,0.0
1,Dresses,2025-04-07,2025-04-13,254,160,0,273.0,-19.0,0,0.0,0.0,0.0
1,Dresses,2025-04-14,2025-04-20,6,168,0,254.0,-248.0,0,0.0,56.0,56.0
1,Dresses,2025-04-21,2025-04-27,231,69,1,6.0,225.0,1,225.0,0.0,225.0
1,Dresses,2025-04-28,2025-05-04,429,306,0,231.0,198.0,1,198.0,20.0,218.0
1,Dresses,2025-05-05,2025-05-08,34,88,0,429.0,-395.0,0,0.0,0.0,0.0
1,Dresses,2025-05-12,2025-05-18,184,358,0,34.0,150.0,1,150.0,2.0,152.0
1,Dresses,2025-05-19,2025-05-25,223,69,0,184.0,39.0,1,39.0,72.0,111.0
1,Dresses,2025-05-26,2025-06-01,90,446,0,223.0,-133.0,0,0.0,102.0,102.0
1,Dresses,2025-06-02,2025-06-08,353,150,0,90.0,263.0,1,263.0,59.0,322.0
1,Dresses,2025-06-09,2025-06-15,333,373,0,353.0,-20.0,0,0.0,0.0,0.0
1,Dresses,2025-06-16,2025-06-22,365,254,0,333.0,32.0,1,32.0,46.0,78.0
1,Dresses,2025-06-23,2025-06-29,146,282,0,365.0,-219.0,0,0.0,41.0,41.0
1,Dresses,2025-06-30,2025-07-06,203,423,0,146.0,57.0,1,57.0,0.0,57.0
1,Dresses,2025-07-07,2025-07-13,148,413,0,203.0,-55.0,0,0.0,39.0,39.0
1,Dresses,2025-07-14,2025-07-20,181,403,0,148.0,33.0,1,33.0,38.0,71.0
1,Dresses,2025-07-21,2025-07-27,326,212,0,181.0,145.0,1,145.0,58.0,203.0
1,Dresses,2025-07-28,2025-08-03,312,323,0,326.0,-14.0,0,0.0,99.0,99.0
1,Dresses,2025-08-04,2025-08-08,228,127,0,312.0,-84.0,0,0.0,0.0,0.0
1,Dresses,2025-08-11,2025-08-17,425,151,0,228.0,197.0,1,197.0,26.0,223.0
1,Dresses,2025-08-18,2025-08-24,217,469,0,425.0,-208.0,0,0.0,56.0,56.0
1,Dresses,2025-08-25,2025-08-31,53,200,0,217.0,-164.0,0,0.0,0.0,0.0
1,Dresses,2025-09-01,2025-09-07,73,230,0,53.0,20.0,1,20.0,51.0,71.0
1,Dresses,2025-09-08,2025-09-08,310,333,0,73.0,237.0,1,237.0,57.0,294.0
1,Dresses,2025-09-29,2025-10-05,23,389,0,310.0,-287.0,0,0.0,41.0,41.0
1,Dresses,2025-10-06,2025-10-08,141,396,0,23.0,118.0,1,118.0,0.0,118.0
1,Dresses,2025-10-27,2025-11-02,384,486,0,141.0,243.0,1,243.0,0.0,243.0
1,Dresses,2025-11-03,2025-11-08,170,481,0,384.0,-214.0,0,0.0,35.0,35.0
1,Dresses,2025-12-01,2025-12-07,411,107,0,170.0,241.0,1,241.0,64.0,305.0
1,Dresses,2025-12-08,2025-12-08,291,353,0,411.0,-120.0,0,0.0,8.0,8.0
1,Jackets,2024-01-08,2024-01-12,105,263,0,0.0,105.0,1,105.0,0.0,105.0
1,Jackets,2024-02-05,2024-02-11,467,69,1,105.0,362.0,1,362.0,0.0,362.0
1,Jackets,2024-02-12,2024-02-12,135,164,0,467.0,-332.0,0,0.0,0.0,0.0
1,Jackets,2024-03-04,2024-03-10,458,493,0,135.0,323.0,1,323.0,0.0,323.0
1,Jackets,2024-03-11,2024-03-12,19,78,0,458.0,-439.0,0,0.0,0.0,0.0
1,Jackets,2024-04-08,2024-04-12,405,314,0,19.0,386.0,1,386.0,0.0,386.0
1,Jackets,2024-05-06,2024-05-12,385,310,0,405.0,-20.0,0,0.0,21.0,21.0
1,Jackets,2024-06-03,2024-06-09,259,293,0,385.0,-126.0,0,0.0,33.0,33.0
1,Jackets,2024-06-10,2024-06-12,371,249,0,259.0,112.0,1,112.0,0.0,112.0
1,Jackets,2024-07-08,2024-07-12,58,406,0,371.0,-313.0,0,0.0,36.0,36.0
1,Jackets,2024-08-05,2024-08-11,76,295,0,58.0,18.0,1,18.0,0.0,18.0
1,Jackets,2024-08-12,2024-08-12,243,269,0,76.0,167.0,1,167.0,0.0,167.0
1,Jackets,2024-09-09,2024-09-15,252,168,0,243.0,9.0,1,9.0,42.0,51.0
1,Jackets,2024-09-16,2024-09-22,300,123,0,252.0,48.0,1,48.0,0.0,48.0
1,Jackets,2024-09-23,2024-09-29,237,71,0,300.0,-63.0,0,0.0,28.0,28.0
1,Jackets,2024-09-30,2024-09-30,141,218,0,237.0,-96.0,0,0.0,0.0,0.0
1,Jackets,2024-10-07,2024-10-13,66,330,0,141.0,-75.0,0,0.0,38.0,38.0
1,Jackets,2024-10-14,2024-10-20,0,326,1,66.0,-66.0,0,0.0,0.0,0.0
1,Jackets,2024-10-21,2024-10-27,94,139,0,0.0,94.0,1,94.0,9.0,103.0
1,Jackets,2024-10-28,2024-10-31,446,335,0,94.0,352.0,1,352.0,0.0,352.0
1,Jackets,2024-11-04,2024-11-10,244,431,0,446.0,-202.0,0,0.0,0.0,0.0
1,Jackets,2024-11-11,2024-11-17,402,460,0,244.0,158.0,1,158.0,78.0,236.0
1,Jackets,2024-11-18,2024-11-24,294,52,0,402.0,-108.0,0,0.0,65.0,65.0
1,Jackets,2024-11-25,2024-11-30,102,338,0,294.0,-192.0,0,0.0,58.0,58.0
1,Jackets,2024-12-09,2024-12-15,428,448,0,102.0,326.0,1,326.0,40.0,366.0
1,Jackets,2024-12-16,2024-12-22,431,137,0,428.0,3.0,1,3.0,37.0,40.0
1,Jackets,2024-12-23,2024-12-29,151,343,0,431.0,-280.0,0,0.0,58.0,58.0
1,Jackets,2024-12-30,2025-01-05,285,74,0,151.0,134.0,1,134.0,28.0,162.0
1,Jackets,2025-01-06,2025-01-09,38,356,0,285.0,-247.0,0,0.0,0.0,0.0
1,Jackets,2025-01-13,2025-01-19,94,328,0,38.0,56.0,1,56.0,146.0,202.0
1,Jackets,2025-01-20,2025-01-26,78,90,0,94.0,-16.0,0,0.0,60.0,60.0
1,Jackets,2025-01-27,2025-02-02,45,474,0,78.0,-33.0,0,0.0,89.0,89.0
1,Jackets,2025-02-03,2025-02-09,74,408,0,45.0,29.0,1,29.0,48.0,77.0
1,Jackets,2025-02-10,2025-02-16,165,378,0,74.0,91.0,1,91.0,189.0,280.0
1,Jackets,2025-02-17,2025-02-23,250,371,0,165.0,85.0,1,85.0,0.0,85.0
1,Jackets,2025-02-24,2025-03-02,308,166,0,250.0,58.0,1,58.0,40.0,98.0
1,Jackets,2025-03-03,2025-03-09,95,332,0,308.0,-213.0,0,0.0,79.0,79.0
1,Jackets,2025-03-10,2025-03-16,219,75,0,95.0,124.0,1,124.0,35.0,159.0
1,Jackets,2025-03-17,2025-03-23,226,376,0,219.0,7.0,1,7.0,151.0,158.0
1,Jackets,2025-03-24,2025-03-30,363,112,0,226.0,137.0,1,137.0,0.0,137.0
1,Jackets,2025-03-31,2025-04-06,263,311,0,363.0,-100.0,0,0.0,61.0,61.0
1,Jackets,2025-04-07,2025-04-13,9,174,0,263.0,-254.0,0,0.0,12.0,12.0
1,Jackets,2025-04-14,2025-04-20,314,367,0,9.0,305.0,1,305.0,8.0,313.0
1,Jackets,2025-04-21,2025-04-27,386,57,1,314.0,72.0,1,72.0,22.0,94.0
1,Jackets,2025-04-28,2025-05-04,304,486,0,386.0,-82.0,0,0.0,112.0,112.0
1,Jackets,2025-05-05,2025-05-08,175,145,0,304.0,-129.0,0,0.0,46.0,46.0
1,Jackets,2025-05-12,2025-05-18,410,234,0,175.0,235.0,1,235.0,72.0,307.0
1,Jackets,2025-05-19,2025-05-25,155,156,0,410.0,-255.0,0,0.0,52.0,52.0
1,Jackets,2025-05-26,2025-06-01,208,335,0,155.0,53.0,1,53.0,0.0,53.0
1,Jackets,2025-06-02,2025-06-08,404,202,1,208.0,196.0,1,196.0,33.0,229.0
1,Jackets,2025-06-09,2025-06-15,343,409,0,404.0,-61.0,0,0.0,0.0,0.0
1,Jackets,2025-06-16,2025-06-22,216,107,0,343.0,-127.0,0,0.0,43.0,43.0
1,Jackets,2025-06-23,2025-06-29,448,391,0,216.0,232.0,1,232.0,0.0,232.0
1,Jackets,2025-06-30,2025-07-06,393,281,0,448.0,-55.0,0,0.0,111.0,111.0
1,Jackets,2025-07-07,2025-07-13,281,185,0,393.0,-112.0,0,0.0,0.0,0.0
1,Jackets,2025-07-14,2025-07-20,92,245,0,281.0,-189.0,0,0.0,82.0,82.0
1,Jackets,2025-07-21,2025-07-27,326,50,1,92.0,234.0,1,234.0,61.0,295.0
1,Jackets,2025-07-28,2025-08-03,243,249,0,326.0,-83.0,0,0.0,0.0,0.0
1,Jackets,2025-08-04,2025-08-08,167,243,0,243.0,-76.0,0,0.0,29.0,29.0
1,Jackets,2025-08-11,2025-08-17,467,316,0,167.0,300.0,1,300.0,10.0,310.0
1,Jackets,2025-08-18,2025-08-24,224,210,0,467.0,-243.0,0,0.0,101.0,101.0
1,Jackets,2025-08-25,2025-08-31,404,105,0,224.0,180.0,1,180.0,58.0,238.0
1,Jackets,2025-09-01,2025-09-07,166,417,1,404.0,-238.0,0,0.0,87.0,87.0
1,Jackets,2025-09-08,2025-09-08,265,338,0,166.0,99.0,1,99.0,0.0,99.0
1,Jackets,2025-09-29,2025-10-05,239,82,0,265.0,-26.0,0,0.0,16.0,16.0
1,Jackets,2025-10-06,2025-10-08,139,495,0,239.0,-100.0,0,0.0,45.0,45.0
1,Jackets,2025-10-27,2025-11-02,216,236,0,139.0,77.0,1,77.0,0.0,77.0
1,Jackets,2025-11-03,2025-11-08,269,344,0,216.0,53.0,1,53.0,13.0,66.0
1,Jackets,2025-12-01,2025-12-07,463,101,0,269.0,194.0,1,194.0,24.0,218.0
1,Jackets,2025-12-08,2025-12-08,0,71,1,463.0,-463.0,0,0.0,0.0,0.0
1,Shirts,2024-01-08,2024-01-12,416,412,0,0.0,416.0,1,416.0,59.0,475.0
1,Shirts,2024-02-05,2024-02-11,25,117,0,416.0,-391.0,0,0.0,0.0,0.0
1,Shirts,2024-02-12,2024-02-12,183,193,0,25.0,158.0,1,158.0,0.0,158.0
1,Shirts,2024-03-04,2024-03-10,287,344,0,183.0,104.0,1,104.0,0.0,104.0
1,Shirts,2024-03-11,2024-03-12,397,222,0,287.0,110.0,1,110.0,0.0,110.0
1,Shirts,2024-04-08,2024-04-12,371,318,0,397.0,-26.0,0,0.0,0.0,0.0
1,Shirts,2024-05-06,2024-05-12,284,63,0,371.0,-87.0,0,0.0,0.0,0.0
1,Shirts,2024-06-03,2024-06-09,54,119,0,284.0,-230.0,0,0.0,0.0,0.0
1,Shirts,2024-06-10,2024-06-12,274,51,1,54.0,220.0,1,220.0,0.0,220.0
1,Shirts,2024-07-08,2024-07-12,93,198,0,274.0,-181.0,0,0.0,9.0,9.0
1,Shirts,2024-08-05,2024-08-11,80,58,1,93.0,-13.0,0,0.0,0.0,0.0
1,Shirts,2024-08-12,2024-08-12,115,158,0,80.0,35.0,1,35.0,0.0,35.0
1,Shirts,2024-09-09,2024-09-15,348,244,0,115.0,233.0,1,233.0,50.0,283.0
1,Shirts,2024-09-16,2024-09-22,399,397,0,348.0,51.0,1,51.0,63.0,114.0
1,Shirts,2024-09-23,2024-09-29,412,242,0,399.0,13.0,1,13.0,6.0,19.0
1,Shirts,2024-09-30,2024-09-30,254,268,0,412.0,-158.0,0,0.0,10.0,10.0
1,Shirts,2024-10-07,2024-10-13,378,290,0,254.0,124.0,1,124.0,43.0,167.0
1,Shirts,2024-10-14,2024-10-20,172,73,0,378.0,-206.0,0,0.0,95.0,95.0
1,Shirts,2024-10-21,2024-10-27,426,172,0,172.0,254.0,1,254.0,101.0,355.0
1,Shirts,2024-10-28,2024-10-31,265,452,0,426.0,-161.0,0,0.0,0.0,0.0
1,Shirts,2024-11-04,2024-11-10,371,139,0,265.0,106.0,1,106.0,6.0,112.0
1,Shirts,2024-11-11,2024-11-17,245,440,0,371.0,-126.0,0,0.0,43.0,43.0
1,Shirts,2024-11-18,2024-11-24,193,289,1,245.0,-52.0,0,0.0,28.0,28.0
1,Shirts,2024-11-25,2024-11-30,128,397,0,193.0,-65.0,0,0.0,33.0,33.0
1,Shirts,2024-12-09,2024-12-15,169,253,0,128.0,41.0,1,41.0,27.0,68.0
1,Shirts,2024-12-16,2024-12-22,206,221,1,169.0,37.0,1,37.0,108.0,145.0
1,Shirts,2024-12-23,2024-12-29,312,313,0,206.0,106.0,1,106.0,14.0,120.0
1,Shirts,2024-12-30,2025-01-05,123,338,0,312.0,-189.0,0,0.0,46.0,46.0
1,Shirts,2025-01-06,2025-01-09,120,370,0,123.0,-3.0,0,0.0,38.0,38.0
1,Shirts,2025-01-13,2025-01-19,271,171,0,120.0,151.0,1,151.0,53.0,204.0
1,Shirts,2025-01-20,2025-01-26,134,403,0,271.0,-137.0,0,0.0,75.0,75.0
1,Shirts,2025-01-27,2025-02-02,63,398,0,134.0,-71.0,0,0.0,37.0,37.0
1,Shirts,2025-02-03,2025-02-09,45,486,0,63.0,-18.0,0,0.0,30.0,30.0
1,Shirts,2025-02-10,2025-02-16,466,394,0,45.0,421.0,1,421.0,30.0,451.0
1,Shirts,2025-02-17,2025-02-23,174,496,0,466.0,-292.0,0,0.0,46.0,46.0
1,Shirts,2025-02-24,2025-03-02,328,113,0,174.0,154.0,1,154.0,0.0,154.0
1,Shirts,2025-03-03,2025-03-09,311,380,0,328.0,-17.0,0,0.0,84.0,84.0
1,Shirts,2025-03-10,2025-03-16,147,293,0,311.0,-164.0,0,0.0,0.0,0.0
1,Shirts,2025-03-17,2025-03-23,125,132,0,147.0,-22.0,0,0.0,0.0,0.0
1,Shirts,2025-03-24,2025-03-30,140,327,0,125.0,15.0,1,15.0,57.0,72.0
1,Shirts,2025-03-31,2025-04-06,390,392,0,140.0,250.0,1,250.0,58.0,308.0
1,Shirts,2025-04-07,2025-04-13,136,311,0,390.0,-254.0,0,0.0,0.0,0.0
1,Shirts,2025-04-14,2025-04-20,124,477,0,136.0,-12.0,0,0.0,32.0,32.0
1,Shirts,2025-04-21,2025-04-27,330,268,0,124.0,206.0,1,206.0,17.0,223.0
1,Shirts,2025-04-28,2025-05-04,157,259,0,330.0,-173.0,0,0.0,50.0,50.0
1,Shirts,2025-05-05,2025-05-08,358,169,0,157.0,201.0,1,201.0,52.0,253.0
1,Shirts,2025-05-12,2025-05-18,222,130,0,358.0,-136.0,0,0.0,0.0,0.0
1,Shirts,2025-05-19,2025-05-25,49,327,0,222.0,-173.0,0,0.0,29.0,29.0
1,Shirts,2025-05-26,2025-06-01,343,329,0,49.0,294.0,1,294.0,30.0,324.0
1,Shirts,2025-06-02,2025-06-08,366,180,0,343.0,23.0,1,23.0,22.0,45.0
1,Shirts,2025-06-09,2025-06-15,169,409,0,366.0,-197.0,0,0.0,20.0,20.0
1,Shirts,2025-06-16,2025-06-22,351,102,0,169.0,182.0,1,182.0,0.0,182.0
1,Shirts,2025-06-23,2025-06-29,61,186,0,351.0,-290.0,0,0.0,87.0,87.0
1,Shirts,2025-06-30,2025-07-06,251,167,0,61.0,190.0,1,190.0,18.0,208.0
1,Shirts,2025-07-07,2025-07-13,298,242,0,251.0,47.0,1,47.0,43.0,90.0
1,Shirts,2025-07-14,2025-07-20,191,56,1,298.0,-107.0,0,0.0,0.0,0.0
1,Shirts,2025-07-21,2025-07-27,265,415,0,191.0,74.0,1,74.0,13.0,87.0
1,Shirts,2025-07-28,2025-08-03,88,236,0,265.0,-177.0,0,0.0,34.0,34.0
1,Shirts,2025-08-04,2025-08-08,15,408,0,88.0,-73.0,0,0.0,37.0,37.0
1,Shirts,2025-08-11,2025-08-17,444,302,0,15.0,429.0,1,429.0,0.0,429.0
1,Shirts,2025-08-18,2025-08-24,50,161,0,444.0,-394.0,0,0.0,33.0,33.0
1,Shirts,2025-08-25,2025-08-31,376,362,0,50.0,326.0,1,326.0,28.0,354.0
1,Shirts,2025-09-01,2025-09-07,96,66,1,376.0,-280.0,0,0.0,0.0,0.0
1,Shirts,2025-09-08,2025-09-08,329,382,0,96.0,233.0,1,233.0,0.0,233.0
1,Shirts,2025-09-29,2025-10-05,136,498,0,329.0,-193.0,0,0.0,21.0,21.0
1,Shirts,2025-10-06,2025-10-08,50,179,0,136.0,-86.0,0,0.0,0.0,0.0
1,Shirts,2025-10-27,2025-11-02,416,124,0,50.0,366.0,1,366.0,0.0,366.0
1,Shirts,2025-11-03,2025-11-08,384,64,1,416.0,-32.0,0,0.0,41.0,41.0
1,Shirts,2025-12-01,2025-12-07,364,419,0,384.0,-20.0,0,0.0,45.0,45.0
