week_start,Store_ID,Zone,Category,forecast_units_reconciled
2025-12-15,12,South,Trousers,18.21743886266384
2025-12-15,20,South,Trousers,18.21743886266384
2025-12-15,6,West,Accessories,0.0
2025-12-15,7,West,Accessories,0.0
2025-12-15,9,West,Accessories,0.0
2025-12-15,5,West,Accessories,0.0
2025-12-15,1,West,Accessories,0.0
2025-12-15,18,West,Accessories,0.0
2025-12-15,6,West,Dresses,15.384157629262146
2025-12-15,7,West,Dresses,7.128553539016128
2025-12-15,9,West,Dresses,15.605504256627054
2025-12-15,1,West,Dresses,7.128553539016128
2025-12-15,5,West,Dresses,7.128553539016128
2025-12-15,18,West,Dresses,14.454501167626038
2025-12-15,6,West,Jackets,13.327196232275726
2025-12-15,7,West,Jackets,13.327196232275726
2025-12-15,9,West,Jackets,13.327196232275726
2025-12-15,5,West,Jackets,13.327196232275726
2025-12-15,1,West,Jackets,13.327196232275726
2025-12-15,18,West,Jackets,13.327196232275726
2025-12-15,6,West,Shirts,7.848692190495663
2025-12-15,5,West,Shirts,7.445828908288149
2025-12-15,7,West,Shirts,7.848692190495663
2025-12-15,9,West,Shirts,7.646417712984057
2025-12-15,1,West,Shirts,7.646417712984057
2025-12-15,18,West,Shirts,7.378965978556775
2025-12-15,5,West,Trousers,0.0
2025-12-15,6,West,Trousers,0.0
2025-12-15,7,West,Trousers,0.0
2025-12-15,9,West,Trousers,0.0
2025-12-15,1,West,Trousers,0.0
2025-12-15,18,West,Trousers,0.0
2025-12-22,2,East,Accessories,0.0
2025-12-22,4,East,Accessories,0.0
2025-12-22,17,East,Accessories,0.0
2025-12-22,15,East,Accessories,0.0
2025-12-22,13,East,Accessories,0.0
2025-12-22,2,East,Dresses,20.79483685126891
2025-12-22,4,East,Dresses,30.336336334735545
2025-12-22,17,East,Dresses,28.40532886615901
2025-12-22,15,East,Dresses,20.79483685126891
2025-12-22,13,East,Dresses,20.79483685126891
2025-12-22,2,East,Jackets,20.886907923576715
2025-12-22,4,East,Jackets,26.78967538614267
2025-12-22,17,East,Jackets,20.886907923576715
2025-12-22,15,East,Jackets,20.886907923576715
2025-12-22,13,East,Jackets,26.402620970411846
2025-12-22,2,East,Shirts,18.913283686657223
2025-12-22,4,East,Shirts,10.044062271470132
2025-12-22,15,East,Shirts,10.044062271470132
2025-12-22,17,East,Shirts,10.044062271470132
2025-12-22,13,East,Shirts,10.044062271470132
2025-12-22,2,East,Trousers,0.0
2025-12-22,4,East,Trousers,0.0
2025-12-22,15,East,Trousers,0.0
2025-12-22,17,East,Trousers,0.0
2025-12-22,13,East,Trousers,0.0
2025-12-22,3,North,Accessories,0.0
2025-12-22,10,North,Accessories,0.0
2025-12-22,16,North,Accessories,0.0
2025-12-22,19,North,Accessories,0.0
2025-12-22,11,North,Accessories,0.0
2025-12-22,14,North,Accessories,0.0
2025-12-22,3,North,Dresses,27.236294800698722
2025-12-22,10,North,Dresses,27.236294800698722
2025-12-22,16,North,Dresses,27.236294800698722
2025-12-22,19,North,Dresses,27.236294800698722
2025-12-22,11,North,Dresses,27.236294800698722
2025-12-22,14,North,Dresses,27.236294800698722
2025-12-22,3,North,Jackets,11.716992856714127
2025-12-22,10,North,Jackets,10.015003530964396
2025-12-22,16,North,Jackets,10.015003530964396
2025-12-22,19,North,Jackets,10.015003530964396
2025-12-22,11,North,Jackets,10.015003530964396
2025-12-22,14,North,Jackets,10.015003530964396
2025-12-22,3,North,Shirts,10.398952489086
2025-12-22,16,North,Shirts,19.91671826454789
2025-12-22,19,North,Shirts,10.398952489086
2025-12-22,10,North,Shirts,15.921591513561813
2025-12-22,11,North,Shirts,10.398952489086
2025-12-22,14,North,Shirts,10.398952489086
2025-12-22,10,North,Trousers,11.16126994866401
2025-12-22,19,North,Trousers,18.3418967600272
2025-12-22,3,North,Trousers,11.16126994866401
2025-12-22,16,North,Trousers,9.590399049383336
2025-12-22,11,North,Trousers,12.439723372048643
2025-12-22,14,North,Trousers,11.16126994866401
2025-12-22,8,South,Accessories,10.486513521130984
2025-12-22,12,South,Accessories,10.486513521130984
2025-12-22,20,South,Accessories,10.486513521130984
2025-12-22,20,South,Dresses,42.98405844637557
2025-12-22,8,South,Dresses,92.57830140657626
2025-12-22,12,South,Dresses,54.71914669577216
2025-12-22,20,South,Jackets,27.199773563148824
2025-12-22,8,South,Jackets,27.199773563148824
2025-12-22,12,South,Jackets,27.199773563148824
2025-12-22,20,South,Shirts,0.1333698706031742
2025-12-22,8,South,Shirts,0.2517106777368319
2025-12-22,12,South,Shirts,0.219753950262916
2025-12-22,8,South,Trousers,19.634457079793414
2025-12-22,12,South,Trousers,19.634457079793414
2025-12-22,20,South,Trousers,19.634457079793414
2025-12-22,6,West,Accessories,0.6825119833180808
2025-12-22,7,West,Accessories,0.7031079731619919
2025-12-22,9,West,Accessories,0.6825119833180808
2025-12-22,5,West,Accessories,0.7078986722758716
2025-12-22,1,West,Accessories,0.6825119833180808
2025-12-22,18,West,Accessories,0.6825119833180808
2025-12-22,6,West,Dresses,31.75667787485798
2025-12-22,7,West,Dresses,14.715084433457642
2025-12-22,9,West,Dresses,32.2135916502696
2025-12-22,1,West,Dresses,14.715084433457642
2025-12-22,5,West,Dresses,14.715084433457642
2025-12-22,18,West,Dresses,29.83763872445933
2025-12-22,6,West,Jackets,20.548595267485553
2025-12-22,7,West,Jackets,20.548595267485553
2025-12-22,9,West,Jackets,20.548595267485553
2025-12-22,5,West,Jackets,20.548595267485553
2025-12-22,1,West,Jackets,20.548595267485553
2025-12-22,18,West,Jackets,20.548595267485553
2025-12-22,6,West,Shirts,13.163359087219563
2025-12-22,5,West,Shirts,12.487700784149014
2025-12-22,7,West,Shirts,13.163359087219563
2025-12-22,9,West,Shirts,12.82411638065894
2025-12-22,1,West,Shirts,12.82411638065894
2025-12-22,18,West,Shirts,12.375562260645264
2025-12-22,5,West,Trousers,0.0
2025-12-22,6,West,Trousers,0.0
2025-12-22,7,West,Trousers,0.0
2025-12-22,9,West,Trousers,0.0
2025-12-22,1,West,Trousers,0.0
2025-12-22,18,West,Trousers,0.0
2025-12-29,2,East,Accessories,0.053506461409038114
2025-12-29,4,East,Accessories,0.053506461409038114
2025-12-29,17,East,Accessories,0.053506461409038114
2025-12-29,15,East,Accessories,0.07527803743990641
2025-12-29,13,East,Accessories,0.053506461409038114
2025-12-29,2,East,Dresses,23.134383672095733
2025-12-29,4,East,Dresses,33.74936042985524
2025-12-29,17,East,Dresses,31.601102765164498
2025-12-29,15,East,Dresses,23.134383672095733
2025-12-29,13,East,Dresses,23.134383672095733
2025-12-29,2,East,Jackets,26.181427665323127
2025-12-29,4,East,Jackets,33.580458671341425
2025-12-29,17,East,Jackets,26.181427665323127
2025-12-29,15,East,Jackets,26.181427665323127
2025-12-29,13,East,Jackets,33.09529173207601
2025-12-29,2,East,Shirts,19.85054696715131
2025-12-29,4,East,Shirts,10.541804012672177
2025-12-29,15,East,Shirts,10.541804012672177
2025-12-29,17,East,Shirts,10.541804012672177
2025-12-29,13,East,Shirts,10.541804012672177
2025-12-29,2,East,Trousers,0.06999043433253051
2025-12-29,4,East,Trousers,0.07468671051209917
2025-12-29,15,East,Trousers,0.0673095242110016
2025-12-29,17,East,Trousers,0.07099577571936994
2025-12-29,13,East,Trousers,0.07468671051209917
2025-12-29,3,North,Accessories,1.0128713556055084
2025-12-29,10,North,Accessories,0.5808419110178108
2025-12-29,16,North,Accessories,0.5808419110178108
2025-12-29,19,North,Accessories,0.5808419110178108
2025-12-29,11,North,Accessories,0.5808419110178108
2025-12-29,14,North,Accessories,0.5808419110178108
2025-12-29,3,North,Dresses,28.810787311014483
2025-12-29,10,North,Dresses,28.810787311014483
2025-12-29,16,North,Dresses,28.810787311014483
2025-12-29,19,North,Dresses,28.810787311014483
2025-12-29,11,North,Dresses,28.810787311014483
2025-12-29,14,North,Dresses,28.810787311014483
2025-12-29,3,North,Jackets,12.661567487089734
2025-12-29,10,North,Jackets,10.82237094802741
2025-12-29,16,North,Jackets,10.82237094802741
2025-12-29,19,North,Jackets,10.82237094802741
2025-12-29,11,North,Jackets,10.82237094802741
2025-12-29,14,North,Jackets,10.82237094802741
2025-12-29,3,North,Shirts,10.780915851955175
2025-12-29,16,North,Shirts,20.64827816864678
2025-12-29,19,North,Shirts,10.780915851955175
2025-12-29,10,North,Shirts,16.506406632501157
2025-12-29,11,North,Shirts,10.780915851955175
2025-12-29,14,North,Shirts,10.780915851955175
2025-12-29,10,North,Trousers,11.447057759236312
2025-12-29,19,North,Trousers,18.811546767678777
2025-12-29,3,North,Trousers,11.447057759236312
2025-12-29,16,North,Trousers,9.835964218888623
2025-12-29,11,North,Trousers,12.75824638268942
2025-12-29,14,North,Trousers,11.447057759236312
2025-12-29,8,South,Accessories,10.565432989122833
2025-12-29,12,South,Accessories,10.565432989122833
2025-12-29,20,South,Accessories,10.565432989122833
2025-12-29,20,South,Dresses,42.78478786257755
2025-12-29,8,South,Dresses,92.14911596352806
2025-12-29,12,South,Dresses,54.46547320143242
2025-12-29,20,South,Jackets,26.735426655464053
2025-12-29,8,South,Jackets,26.735426655464053
2025-12-29,12,South,Jackets,26.735426655464053
2025-12-29,20,South,Shirts,0.4009105832149073
2025-12-29,8,South,Shirts,0.7566437168792689
2025-12-29,12,South,Shirts,0.6605816138625582
2025-12-29,8,South,Trousers,23.242837886986962
2025-12-29,12,South,Trousers,23.242837886986962
2025-12-29,20,South,Trousers,23.242837886986962
2025-12-29,6,West,Accessories,1.1887593893645385
2025-12-29,7,West,Accessories,1.224632277912483
2025-12-29,9,West,Accessories,1.1887593893645385
2025-12-29,5,West,Accessories,1.2329764369784646
2025-12-29,1,West,Accessories,1.1887593893645385
2025-12-29,18,West,Accessories,1.1887593893645385
2025-12-29,6,West,Dresses,34.52239949692472
2025-12-29,7,West,Dresses,15.996636217574592
2025-12-29,9,West,Dresses,35.01910636130666
2025-12-29,1,West,Dresses,15.996636217574592
2025-12-29,5,West,Dresses,15.996636217574592
2025-12-29,18,West,Dresses,32.43622926018369
2025-12-29,6,West,Jackets,20.595114278069097
2025-12-29,7,West,Jackets,20.595114278069097
2025-12-29,9,West,Jackets,20.595114278069097
2025-12-29,5,West,Jackets,20.595114278069097
2025-12-29,1,West,Jackets,20.595114278069097
2025-12-29,18,West,Jackets,20.595114278069097
2025-12-29,6,West,Shirts,11.645679244112397
2025-12-29,5,West,Shirts,11.04792149671337
2025-12-29,7,West,Shirts,11.645679244112397
2025-12-29,9,West,Shirts,11.345549792326391
2025-12-29,1,West,Shirts,11.345549792326391
2025-12-29,18,West,Shirts,10.948712072509409
2025-12-29,5,West,Trousers,0.0
2025-12-29,6,West,Trousers,0.0
2025-12-29,7,West,Trousers,0.0
2025-12-29,9,West,Trousers,0.0
2025-12-29,1,West,Trousers,0.0
2025-12-29,18,West,Trousers,0.0
2026-01-05,2,East,Accessories,0.30874683183608714
2026-01-05,4,East,Accessories,0.30874683183608714
2026-01-05,17,East,Accessories,0.30874683183608714
2026-01-05,15,East,Accessories,0.4343747456729315
2026-01-05,13,East,Accessories,0.30874683183608714
2026-01-05,2,East,Dresses,24.939280996290822
2026-01-05,4,East,Dresses,36.38241654220003
2026-01-05,17,East,Dresses,34.066556205847945
2026-01-05,15,East,Dresses,24.939280996290822
2026-01-05,13,East,Dresses,24.939280996290822
2026-01-05,2,East,Jackets,28.225411554334052
2026-01-05,4,East,Jackets,36.2020848632824
2026-01-05,17,East,Jackets,28.225411554334052
2026-01-05,15,East,Jackets,28.225411554334052
2026-01-05,13,East,Jackets,35.679040944196935
2026-01-05,2,East,Shirts,12.972254728277331
2026-01-05,4,East,Shirts,6.889027651190424
2026-01-05,15,East,Shirts,6.889027651190424
2026-01-05,17,East,Shirts,6.889027651190424
2026-01-05,13,East,Shirts,6.889027651190424
2026-01-05,2,East,Trousers,0.4144346311644853
2026-01-05,4,East,Trousers,0.44224270958101675
2026-01-05,15,East,Trousers,0.3985601476297466
2026-01-05,17,East,Trousers,0.4203875630304266
2026-01-05,13,East,Trousers,0.44224270958101675
2026-01-05,3,North,Accessories,1.718045387798988
2026-01-05,10,North,Accessories,0.9852315012580586
2026-01-05,16,North,Accessories,0.9852315012580586
2026-01-05,19,North,Accessories,0.9852315012580586
2026-01-05,11,North,Accessories,0.9852315012580586
2026-01-05,14,North,Accessories,0.9852315012580586
2026-01-05,3,North,Dresses,29.34726436284359
2026-01-05,10,North,Dresses,29.34726436284359
2026-01-05,16,North,Dresses,29.34726436284359
2026-01-05,19,North,Dresses,29.34726436284359
2026-01-05,11,North,Dresses,29.34726436284359
2026-01-05,14,North,Dresses,29.34726436284359
2026-01-05,3,North,Jackets,15.97797952050201
2026-01-05,10,North,Jackets,13.65704692939275
2026-01-05,16,North,Jackets,13.65704692939275
2026-01-05,19,North,Jackets,13.65704692939275
2026-01-05,11,North,Jackets,13.65704692939275
2026-01-05,14,North,Jackets,13.65704692939275
2026-01-05,3,North,Shirts,10.553481859267874
2026-01-05,16,North,Shirts,20.212682491015947
2026-01-05,19,North,Shirts,10.553481859267874
2026-01-05,10,North,Shirts,16.158187796838035
2026-01-05,11,North,Shirts,10.553481859267874
2026-01-05,14,North,Shirts,10.553481859267874
2026-01-05,10,North,Trousers,10.950240584573178
2026-01-05,19,North,Trousers,17.995101204746184
2026-01-05,3,North,Trousers,10.950240584573178
2026-01-05,16,North,Trousers,9.409070596431533
2026-01-05,11,North,Trousers,12.20452191874238
2026-01-05,14,North,Trousers,10.950240584573178
2026-01-05,8,South,Accessories,8.666771063860566
2026-01-05,12,South,Accessories,8.666771063860566
2026-01-05,20,South,Accessories,8.666771063860566
2026-01-05,20,South,Dresses,49.1327464386398
2026-01-05,8,South,Dresses,105.8212363637995
2026-01-05,12,South,Dresses,62.546489492055024
2026-01-05,20,South,Jackets,26.11926286382354
2026-01-05,8,South,Jackets,26.11926286382354
2026-01-05,12,South,Jackets,26.11926286382354
2026-01-05,20,South,Shirts,0.5130071852605892
2026-01-05,8,South,Shirts,0.9682050803664356
2026-01-05,12,South,Shirts,0.8452835334129128
2026-01-05,8,South,Trousers,22.874759209635442
2026-01-05,12,South,Trousers,22.874759209635442
2026-01-05,20,South,Trousers,22.874759209635442
2026-01-05,6,West,Accessories,1.6611174720494042
2026-01-05,7,West,Accessories,1.7112445898438011
2026-01-05,9,West,Accessories,1.6611174720494042
2026-01-05,5,West,Accessories,1.722904332377125
2026-01-05,1,West,Accessories,1.6611174720494042
2026-01-05,18,West,Accessories,1.6611174720494042
2026-01-05,6,West,Dresses,35.321871662179944
2026-01-05,7,West,Dresses,16.367087448660186
2026-01-05,9,West,Dresses,35.83008129920085
2026-01-05,1,West,Dresses,16.367087448660186
2026-01-05,5,West,Dresses,16.367087448660186
2026-01-05,18,West,Dresses,33.18738974778722
2026-01-05,6,West,Jackets,21.668970812154072
2026-01-05,7,West,Jackets,21.668970812154072
2026-01-05,9,West,Jackets,21.668970812154072
2026-01-05,5,West,Jackets,21.668970812154072
2026-01-05,1,West,Jackets,21.668970812154072
2026-01-05,18,West,Jackets,21.668970812154072
2026-01-05,6,West,Shirts,10.292417982197613
2026-01-05,5,West,Shirts,9.764121396024839
2026-01-05,7,West,Shirts,10.292417982197613
2026-01-05,9,West,Shirts,10.027164431777948
2026-01-05,1,West,Shirts,10.027164431777948
2026-01-05,18,West,Shirts,9.67644039088325
2026-01-05,5,West,Trousers,0.0
2026-01-05,6,West,Trousers,0.0
2026-01-05,7,West,Trousers,0.0
2026-01-05,9,West,Trousers,0.0
2026-01-05,1,West,Trousers,0.0
2026-01-05,18,West,Trousers,0.0
2026-01-12,2,East,Accessories,0.5580795281006309
2026-01-12,4,East,Accessories,0.5580795281006309
2026-01-12,17,East,Accessories,0.5580795281006309
2026-01-12,15,East,Accessories,0.7851599695529151
2026-01-12,13,East,Accessories,0.5580795281006309
2026-01-12,2,East,Dresses,27.125967776226013
2026-01-12,4,East,Dresses,39.57244232068004
2026-01-12,17,East,Dresses,37.053526363661476
2026-01-12,15,East,Dresses,27.125967776226013
2026-01-12,13,East,Dresses,27.125967776226013
2026-01-12,2,East,Jackets,30.57509424671029
2026-01-12,4,East,Jackets,39.21580220332695
2026-01-12,17,East,Jackets,30.57509424671029
2026-01-12,15,East,Jackets,30.57509424671029
2026-01-12,13,East,Jackets,38.649216412702714
2026-01-12,2,East,Shirts,13.251634886693903
2026-01-12,4,East,Shirts,7.037394891646341
2026-01-12,15,East,Shirts,7.037394891646341
2026-01-12,17,East,Shirts,7.037394891646341
2026-01-12,13,East,Shirts,7.037394891646341
2026-01-12,2,East,Trousers,0.8416077782505305
2026-01-12,4,East,Trousers,0.8980786745841549
2026-01-12,15,East,Trousers,0.8093708756996827
2026-01-12,17,East,Trousers,0.8536966178045378
2026-01-12,13,East,Trousers,0.8980786745841549
2026-01-12,3,North,Accessories,1.8652641527550453
2026-01-12,10,North,Accessories,1.0696556764521912
2026-01-12,16,North,Accessories,1.0696556764521912
2026-01-12,19,North,Accessories,1.0696556764521912
2026-01-12,11,North,Accessories,1.0696556764521912
2026-01-12,14,North,Accessories,1.0696556764521912
2026-01-12,3,North,Dresses,30.18506770751812
2026-01-12,10,North,Dresses,30.18506770751812
2026-01-12,16,North,Dresses,30.18506770751812
2026-01-12,19,North,Dresses,30.18506770751812
2026-01-12,11,North,Dresses,30.18506770751812
2026-01-12,14,North,Dresses,30.18506770751812
2026-01-12,3,North,Jackets,14.681146129272628
2026-01-12,10,North,Jackets,12.548589226033098
2026-01-12,16,North,Jackets,12.548589226033098
2026-01-12,19,North,Jackets,12.548589226033098
2026-01-12,11,North,Jackets,12.548589226033098
2026-01-12,14,North,Jackets,12.548589226033098
2026-01-12,3,North,Shirts,10.830957863053362
2026-01-12,16,North,Shirts,20.74412172957082
2026-01-12,19,North,Shirts,10.830957863053362
2026-01-12,10,North,Shirts,16.583024778421013
2026-01-12,11,North,Shirts,10.830957863053362
2026-01-12,14,North,Shirts,10.830957863053362
2026-01-12,10,North,Trousers,11.980655411118423
2026-01-12,19,North,Trousers,19.688435606245584
2026-01-12,3,North,Trousers,11.980655411118423
2026-01-12,16,North,Trousers,10.294461722927213
2026-01-12,11,North,Trousers,13.352964296682952
2026-01-12,14,North,Trousers,11.980655411118423
2026-01-12,8,South,Accessories,8.838129388314231
2026-01-12,12,South,Accessories,8.838129388314231
2026-01-12,20,South,Accessories,8.838129388314231
2026-01-12,20,South,Dresses,54.56687176338968
2026-01-12,8,South,Dresses,117.52515894299056
2026-01-12,12,South,Dresses,69.46418669319662
2026-01-12,20,South,Jackets,25.308800762473524
2026-01-12,8,South,Jackets,25.308800762473524
2026-01-12,12,South,Jackets,25.308800762473524
2026-01-12,20,South,Shirts,0.8118306493298533
2026-01-12,8,South,Shirts,1.532178459993844
2026-01-12,12,South,Shirts,1.337655883805719
2026-01-12,8,South,Trousers,23.547776274573895
2026-01-12,12,South,Trousers,23.547776274573895
2026-01-12,20,South,Trousers,23.547776274573895
2026-01-12,6,West,Accessories,2.771460000708281
2026-01-12,7,West,Accessories,2.8550936414685357
2026-01-12,9,West,Accessories,2.771460000708281
2026-01-12,5,West,Accessories,2.874547118175271
2026-01-12,1,West,Accessories,2.771460000708281
2026-01-12,18,West,Accessories,2.771460000708281
2026-01-12,6,West,Dresses,40.155323669792466
2026-01-12,7,West,Dresses,18.606762980129854
2026-01-12,9,West,Dresses,40.73307681554472
2026-01-12,1,West,Dresses,18.606762980129854
2026-01-12,5,West,Dresses,18.606762980129854
2026-01-12,18,West,Dresses,37.728758821827995
2026-01-12,6,West,Jackets,25.434675608932665
2026-01-12,7,West,Jackets,25.434675608932665
2026-01-12,9,West,Jackets,25.434675608932665
2026-01-12,5,West,Jackets,25.434675608932665
2026-01-12,1,West,Jackets,25.434675608932665
2026-01-12,18,West,Jackets,25.434675608932665
2026-01-12,6,West,Shirts,11.681021651328935
2026-01-12,5,West,Shirts,11.081449823593108
2026-01-12,7,West,Shirts,11.681021651328935
2026-01-12,9,West,Shirts,11.37998136410943
2026-01-12,1,West,Shirts,11.37998136410943
2026-01-12,18,West,Shirts,10.98193931777798
2026-01-12,5,West,Trousers,0.28740357992245213
2026-01-12,6,West,Trousers,0.28740357992245213
2026-01-12,7,West,Trousers,0.28740357992245213
2026-01-12,9,West,Trousers,0.28740357992245213
2026-01-12,1,West,Trousers,0.44881519211777143
2026-01-12,18,West,Trousers,0.28740357992245213
2026-01-19,2,East,Accessories,1.2961179668646765
2026-01-19,4,East,Accessories,1.2961179668646765
2026-01-19,17,East,Accessories,1.2961179668646765
2026-01-19,15,East,Accessories,1.8235034473741794
2026-01-19,13,East,Accessories,1.2961179668646765
2026-01-19,2,East,Dresses,29.50793460973732
2026-01-19,4,East,Dresses,43.04735042005157
2026-01-19,17,East,Dresses,40.30724514674697
2026-01-19,15,East,Dresses,29.50793460973732
2026-01-19,13,East,Dresses,29.50793460973732
2026-01-19,2,East,Jackets,32.185073762299126
2026-01-19,4,East,Jackets,41.28077174112431
2026-01-19,17,East,Jackets,32.185073762299126
2026-01-19,15,East,Jackets,32.185073762299126
2026-01-19,13,East,Jackets,40.68435148754247
2026-01-19,2,East,Shirts,16.217136886096974
2026-01-19,4,East,Shirts,8.612250281204451
2026-01-19,15,East,Shirts,8.612250281204451
2026-01-19,17,East,Shirts,8.612250281204451
2026-01-19,13,East,Shirts,8.612250281204451
2026-01-19,2,East,Trousers,1.6239557264706022
2026-01-19,4,East,Trousers,1.7329212539405943
2026-01-19,15,East,Trousers,1.5617518069560419
2026-01-19,17,East,Trousers,1.6472821984061674
2026-01-19,13,East,Trousers,1.7329212539405943
2026-01-19,3,North,Accessories,1.77763295313691
2026-01-19,10,North,Accessories,1.0194026278599024
2026-01-19,16,North,Accessories,1.0194026278599024
2026-01-19,19,North,Accessories,1.0194026278599024
2026-01-19,11,North,Accessories,1.0194026278599024
2026-01-19,14,North,Accessories,1.0194026278599024
2026-01-19,3,North,Dresses,30.493339185120917
2026-01-19,10,North,Dresses,30.493339185120917
2026-01-19,16,North,Dresses,30.493339185120917
2026-01-19,19,North,Dresses,30.493339185120917
2026-01-19,11,North,Dresses,30.493339185120917
2026-01-19,14,North,Dresses,30.493339185120917
2026-01-19,3,North,Jackets,14.119790316967096
2026-01-19,10,North,Jackets,12.068774950210118
2026-01-19,16,North,Jackets,12.068774950210118
2026-01-19,19,North,Jackets,12.068774950210118
2026-01-19,11,North,Jackets,12.068774950210118
2026-01-19,14,North,Jackets,12.068774950210118
2026-01-19,3,North,Shirts,10.996712002654895
2026-01-19,16,North,Shirts,21.061584330067465
2026-01-19,19,North,Shirts,10.996712002654895
2026-01-19,10,North,Shirts,16.83680704208529
2026-01-19,11,North,Shirts,10.996712002654895
2026-01-19,14,North,Shirts,10.996712002654895
2026-01-19,10,North,Trousers,12.332718910105818
2026-01-19,19,North,Trousers,20.266999907718617
2026-01-19,3,North,Trousers,12.332718910105818
2026-01-19,16,North,Trousers,10.59697473995315
2026-01-19,11,North,Trousers,13.745354459893989
2026-01-19,14,North,Trousers,12.332718910105818
2026-01-19,8,South,Accessories,9.57522762889797
2026-01-19,12,South,Accessories,9.57522762889797
2026-01-19,20,South,Accessories,9.57522762889797
2026-01-19,20,South,Dresses,60.41587307785726
2026-01-19,8,South,Dresses,130.12263405795144
2026-01-19,12,South,Dresses,76.91002527889914
2026-01-19,20,South,Jackets,25.119722053416666
2026-01-19,8,South,Jackets,25.119722053416666
2026-01-19,12,South,Jackets,25.119722053416666
2026-01-19,20,South,Shirts,1.6664750824408576
2026-01-19,8,South,Shirts,3.1451599265685104
2026-01-19,12,South,Shirts,2.7458561721989194
2026-01-19,8,South,Trousers,25.869632232507392
2026-01-19,12,South,Trousers,25.869632232507392
2026-01-19,20,South,Trousers,25.869632232507392
2026-01-19,6,West,Accessories,3.872312449919413
2026-01-19,7,West,Accessories,3.9891662339412854
2026-01-19,9,West,Accessories,3.872312449919413
2026-01-19,5,West,Accessories,4.016346831902814
2026-01-19,1,West,Accessories,3.872312449919413
2026-01-19,18,West,Accessories,3.872312449919413
2026-01-19,6,West,Dresses,43.14966610285848
2026-01-19,7,West,Dresses,19.9942507362133
2026-01-19,9,West,Dresses,43.77050172440871
2026-01-19,1,West,Dresses,19.9942507362133
2026-01-19,5,West,Dresses,19.9942507362133
2026-01-19,18,West,Dresses,40.54215473456221
2026-01-19,6,West,Jackets,26.417415068731902
2026-01-19,7,West,Jackets,26.417415068731902
2026-01-19,9,West,Jackets,26.417415068731902
2026-01-19,5,West,Jackets,26.417415068731902
2026-01-19,1,West,Jackets,26.417415068731902
